# X Y Z	X Y Z	menuOption menuTarget objectID	Skill requirements	Item requirements	Quest	Travel time	Info
# Tutorial Island							
2710 4539 0	2774 4539 0	Climb-down Ladder 4967				2	
2774 4539 0	2710 4539 0	Climb-up Ladder 4968				2	
2711 4540 0	2775 4540 0	Climb-down Ladder 4967				2	
2775 4540 0	2711 4540 0	Climb-up Ladder 4968				2	
2709 4540 0	2773 4540 0	Climb-down Ladder 4967				2	
2773 4540 0	2709 4540 0	Climb-up Ladder 4968				2	
2710 4541 0	2774 4541 0	Climb-down Ladder 4967				2	
2774 4541 0	2710 4541 0	Climb-up Ladder 4968				2	
2760 4496 0	2696 4496 0	Climb-up Ladder 4968				2	
2696 4496 0	2760 4496 0	Climb-down Ladder 4967				2	
2761 4497 0	2697 4497 0	Climb-up Ladder 4968				2	
2697 4497 0	2761 4497 0	Climb-down Ladder 4967				2	
2760 4498 0	2696 4498 0	Climb-up Ladder 4968				2	
2696 4498 0	2760 4498 0	Climb-down Ladder 4967				2	
2759 4497 0	2695 4497 0	Climb-up Ladder 4968				2	
2695 4497 0	2759 4497 0	Climb-down Ladder 4967				2	
2773 4578 0	3413 9634 0	Climb-up Ladder 4966				2	
3413 9634 0	2773 4578 0	Climb-down Ladder 4965				2	
2774 4577 0	3414 9633 0	Climb-up Ladder 4966				2	
3414 9633 0	2774 4577 0	Climb-down Ladder 4965				2	
2773 4576 0	3413 9632 0	Climb-up Ladder 4966				2	
3413 9632 0	2773 4576 0	Climb-down Ladder 4965				2	
2772 4577 0	3412 9633 0	Climb-up Ladder 4966				2	
3412 9633 0	2772 4577 0	Climb-down Ladder 4965				2	
3405 9631 0	3429 3233 0	Crawl-through Cart tunnel 4921					
3429 3233 0	3405 9631 0	Crawl-down Cart tunnel 4914					
3428 3225 0	3409 9623 0	Crawl-down Cart tunnel 4915					
3409 9623 0	3428 3225 0	Crawl-through Cart tunnel 15830					
3423 9625 0	2783 4569 0	Climb-down Ladder 4965				2	
2783 4569 0	3423 9625 0	Climb-up Ladder 4966				2	
3422 9624 0	2782 4568 0	Climb-down Ladder 4965				2	
2782 4568 0	3422 9624 0	Climb-up Ladder 4966				2	
3421 9625 0	2781 4569 0	Climb-down Ladder 4965				2	
2781 4569 0	3421 9625 0	Climb-up Ladder 4966				2	
3422 9626 0	2782 4570 0	Climb-down Ladder 4965				2	
2782 4570 0	3422 9626 0	Climb-up Ladder 4966				2	
2798 4568 0	2734 4504 0	Climb-down Ladder 4969				2	
2734 4504 0	2798 4568 0	Climb-up Ladder 4970				2	
2797 4567 0	2733 4503 0	Climb-down Ladder 4969				2	
2733 4503 0	2797 4567 0	Climb-up Ladder 4970				2	
2798 4566 0	2734 4502 0	Climb-down Ladder 4969				2	
2734 4502 0	2798 4566 0	Climb-up Ladder 4970				2	
2799 4567 0	2735 4503 0	Climb-down Ladder 4969				2	
2735 4503 0	2799 4567 0	Climb-up Ladder 4970				2	
2724 4486 0	2788 4486 0	Climb-down Ladder 4967				2	
2788 4486 0	2724 4486 0	Climb-up Ladder 4968				2	
2725 4487 0	2789 4487 0	Climb-down Ladder 4967				2	
2789 4487 0	2725 4487 0	Climb-up Ladder 4968				2	
2726 4486 0	2790 4486 0	Climb-down Ladder 4967				2	
2790 4486 0	2726 4486 0	Climb-up Ladder 4968				2	
2725 4485 0	2789 4485 0	Climb-down Ladder 4967				2	
2789 4485 0	2725 4485 0	Climb-up Ladder 4968				2	
3454 3242 0	2792 4592 0	Walk-down Stairs 4919					
2792 4592 0	3454 3242 0	Walk-up Stairs 4923					
2791 4592 0	3454 3242 0	Walk-up Stairs 4923					
2772 4449 0	2772 4450 0	Open Large door 4964					
2773 4449 0	2773 4450 0	Open Large door 4964					
2758 4453 0	2691 4437 0	Walk-up Stairs 4973					
2811 4454 0	2750 4437 0	Walk-up Stairs 4973					
2811 4453 0	2750 4437 0	Walk-up Stairs 4973					
2750 4438 0	2811 4454 0	Walk-down Stairs 4971		1 Glowing fungus			
2750 4437 0	2811 4454 0	Walk-down Stairs 4971		1 Glowing fungus			
2750 4436 0	2811 4454 0	Walk-down Stairs 4971		1 Glowing fungus			
2799 4453 0	2798 4453 0	Open Door 4962					
2798 4453 0	2799 4453 0	Open Door 4962					
2691 4438 0	2758 4454 0	Walk-down Stairs 4971		1 Glowing fungus			
2691 4437 0	2758 4454 0	Walk-down Stairs 4971		1 Glowing fungus			
2773 4450 0	2773 4449 0	Open Large door 4963		1 Crystal-mine key			
2772 4450 0	2772 4449 0	Open Large door 4964		1 Crystal-mine key			
							
# Tarn's Lair							
3424 9660 0	3166 4547 0	Enter Entrance 20822					
3166 4547 0	3424 9660 0	Enter Passageway 20482					
3158 4552 0	3158 4557 1	Enter Passageway 16132					
3158 4557 1	3158 4552 0	Climb Stairs 17098					
3174 4561 1	3179 4561 0	Enter Passageway 20516					
3179 4561 0	3174 4561 1	Enter Passageway 20515					
3195 4570 0	3195 4575 1	Enter Passageway 20517					
3195 4575 1	3195 4570 0	Enter Passageway 20518					
3186 4585 1	3186 4578 2	Enter Passageway 20522					
3186 4578 2	3186 4585 1	Enter Passageway 20521					
3184 4585 1	3184 4579 0	Enter Passageway 20512					
3184 4579 0	3184 4585 1	Enter Passageway 20511					
3184 4571 0	3184 4566 1	Enter Passageway 20510					
3184 4566 1	3184 4571 0	Enter Passageway 20509					
3184 4552 0	3184 4557 1	Enter Passageway 16132					
3184 4557 1	3184 4552 0	Climb Stairs 17098					
3158 4563 1	3158 4568 2	Enter Passageway 18308					
3158 4568 2	3158 4563 1	Climb Stairs 18973					
3172 4569 1	3167 4569 0	Climb Stairs 17098					
3167 4569 0	3172 4569 1	Enter Passageway 16132					
3163 4565 0	3163 4560 0	Enter Passageway 20489					
3163 4560 0	3163 4565 0	Enter Passageway 20490					
3161 4559 0	3155 4559 0	Enter Passageway 20491					
3155 4559 0	3161 4559 0	Enter Passageway 20492					
3148 4548 0	3143 4548 1	Enter Passageway 16132					
3143 4548 1	3148 4548 0	Climb Stairs 17098					
3141 4550 1	3141 4555 2	Enter Passageway 18308					
3141 4555 2	3141 4550 1	Climb Stairs 18973					
3141 4560 2	3141 4565 1	Enter Passageway 20497					
3141 4565 1	3141 4560 2	Enter Passageway 20498					
3144 4566 1	3144 4571 2	Enter Passageway 20499					
3144 4571 2	3144 4566 1	Enter Passageway 20500					
3144 4576 2	3144 4574 2	Jump-to Pillar 20557					
3144 4574 2	3144 4572 2	Jump-to Ledge 20568					
3144 4572 2	3144 4574 2	Jump-to Pillar 20557					
3144 4574 2	3144 4576 2	Jump-to Ledge 20569					
3144 4577 2	3144 4582 1	Enter Passageway 20501					
3144 4582 1	3144 4577 2	Enter Passageway 20502					
3146 4583 1	3151 4583 0	Enter Passageway 20503					
3151 4583 0	3146 4583 1	Enter Passageway 20504					
3161 4577 0	3166 4577 0	Enter Passageway 20505					
3166 4577 0	3161 4577 0	Enter Passageway 20506					
3170 4577 0	3175 4577 1	Enter Passageway 20514					
3175 4577 1	3170 4577 0	Enter Passageway 20513					
3176 4577 1	3181 4577 2	Enter Passageway 18308					
3181 4577 2	3176 4577 1	Enter Passageway 19029					
3189 4577 2	3194 4577 1	Enter Passageway 20520					
3194 4577 1	3189 4577 2	Enter Passageway 20519					
3184 4564 1	3184 4562 1	Jump-to Pillar 20541					
3184 4562 1	3184 4560 1	Jump-to Pillar 20540					
3184 4560 1	3184 4558 1	Jump-to Ledge 20558					
3184 4558 1	3184 4560 1	Jump-to Pillar 20540					
3184 4560 1	3184 4562 1	Jump-to Pillar 20541					
3184 4562 1	3184 4564 1	Jump-to Ledge 20559					
3168 4579 0	3168 4586 0	Enter Passageway 20523					
3168 4586 0	3168 4579 0	Enter Passageway 20524					
3168 4592 0	3168 4597 0	Enter Passageway 20532					
3168 4597 0	3168 4592 0	Enter Passageway 20531					
3160 4598 0	3149 4598 0	Enter Passageway 20530					
3149 4598 0	3160 4598 0	Enter Passageway 20529					
3145 4594 0	3145 4589 1	Enter Passageway 20528					
3145 4589 1	3145 4594 0	Enter Passageway 20527					
3161 4589 1	3166 4589 0	Enter Passageway 20526					
3166 4589 0	3161 4589 1	Enter Passageway 20525					
3150 4597 1	3148 4597 1	Jump-to Pillar 20542					
3148 4597 1	3150 4597 1	Jump-to Ledge 20560					
3148 4597 1	3148 4595 1	Jump-to Pillar 20543					
3148 4595 1	3148 4597 1	Jump-to Pillar 20542					
3148 4595 1	3146 4595 1	Jump-to Pillar 20544					
3146 4595 1	3148 4595 1	Jump-to Pillar 20543					
3146 4595 1	3144 4595 1	Jump-to Pillar 20545					
3144 4595 1	3146 4595 1	Jump-to Pillar 20544					
3144 4595 1	3142 4595 1	Jump-to Pillar 20546					
3142 4595 1	3144 4595 1	Jump-to Pillar 20545					
3142 4595 1	3140 4595 1	Jump-to Ledge 20562					
3140 4595 1	3142 4595 1	Jump-to Pillar 20546					
3144 4595 1	3144 4597 1	Jump-to Pillar 20547					
3144 4597 1	3144 4599 1	Jump-to Pillar 20548					
3144 4599 1	3144 4601 1	Jump-to Ledge 20563					
3144 4601 1	3144 4599 1	Jump-to Pillar 20548					
3144 4599 1	3144 4597 1	Jump-to Pillar 20547					
3144 4597 1	3144 4595 1	Jump-to Pillar 20545					
3175 4598 1	3179 4598 1	Enter Passageway 20535					
3179 4598 1	3175 4598 1	Enter Passageway 20536					
3180 4596 1	3182 4596 1	Jump-to Pillar 20549					
3182 4596 1	3180 4596 1	Jump-to Ledge 20564					
3180 4600 1	3182 4600 1	Jump-to Pillar 20550					
3182 4600 1	3180 4600 1	Jump-to Ledge 20565					
3184 4600 1	3182 4600 1	Jump-to Pillar 20550					
3182 4600 1	3184 4600 1	Jump-to Pillar 20551					
3184 4600 1	3184 4598 1	Jump-to Pillar 20552					
3184 4598 1	3184 4600 1	Jump-to Pillar 20551					
3184 4598 1	3186 4598 1	Jump-to Pillar 20553					
3186 4598 1	3184 4598 1	Jump-to Pillar 20552					
3186 4598 1	3186 4596 1	Jump-to Pillar 20554					
3186 4596 1	3186 4598 1	Jump-to Pillar 20553					
3186 4596 1	3188 4596 1	Jump-to Pillar 20555					
3188 4596 1	3186 4596 1	Jump-to Pillar 20554					
3188 4596 1	3190 4596 1	Jump-to Ledge 20566					
3190 4596 1	3188 4596 1	Jump-to Pillar 20555					
3190 4600 1	3188 4600 1	Jump-to Pillar 20556					
3188 4600 1	3190 4600 1	Jump-to Ledge 20567					
3194 4598 1	3189 4598 0	Climb Stairs 17098					
3189 4598 0	3194 4598 1	Enter Passageway 16132					
3185 4601 0	3149 4644 0	Enter Passageway 20539					
3149 4644 0	3185 4601 0	Enter Passageway 15771					
							
# Mort Myre							
3440 3331 0	3441 3329 0	Jump Bridge 3522					
3441 3329 0	3440 3331 0	Jump Bridge 3522					
3441 3331 0	3441 3329 0	Jump Bridge 3522					
3440 3329 0	3440 3331 0	Jump Bridge 3522					
3441 3328 0	3440 3331 0	Jump Bridge 3522					
3440 3332 0	3441 3329 0	Jump Bridge 3522					
3440 3328 0	3440 3331 0	Jump Bridge 3522					
3441 3332 0	3441 3329 0	Jump Bridge 3522					
3440 3337 0	3442 9734 1	Enter Grotto 3516					
3442 9734 1	3440 3337 0	Exit Grotto 3526					
3439 3337 0	3442 9734 1	Enter Grotto 3516					
3441 3337 0	3442 9734 1	Enter Grotto 3516					
3444 3458 0	3444 3457 0	Open Gate 3506					
3443 3458 0	3443 3457 0	Open Gate 3507					
3444 3457 0	3444 3458 0	Open Gate 3506					
3443 3457 0	3443 3458 0	Open Gate 3507					
							
# Paterdomus							
3405 3506 0	3405 9906 0	Climb-down Trapdoor 1581					
3405 9906 0	3405 3506 0	Climb-up Ladder 17385				2	
3405 9895 0	3405 9894 0	Open Gate 3444					
3405 9894 0	3405 9895 0	Open Gate 3444					
3431 9897 0	3432 9897 0	Open Gate 3445					
3432 9897 0	3431 9897 0	Open Gate 3445					
3360 9904 0	3440 9899 0	Climb-up Ladder 12764				2	
3440 9899 0	3360 9904 0	Climb-down Trapdoor 12762					
3440 9887 0	3423 3485 0	Pass-through Holy barrier 3443					
3423 3485 0	3440 9887 0	Climb-down Trapdoor 3433					
3422 3484 0	3440 9887 0	Climb-down Trapdoor 3433					
3408 3489 0	3409 3489 0	Open Large door 3489					
3409 3489 0	3408 3489 0	Open Large door 3489					
3408 3488 0	3409 3488 0	Open Large door 3490					
3409 3488 0	3408 3488 0	Open Large door 3490					
3417 3494 0	3416 3493 1	Climb-up Staircase 16671				1	
3416 3493 1	3417 3494 0	Climb-down Staircase 16673				1	
3416 3493 0	3416 3493 1	Climb-up Staircase 16671				1	
3416 3492 0	3416 3493 1	Climb-up Staircase 16671				1	
3417 3491 0	3416 3493 1	Climb-up Staircase 16671				1	
3418 3491 0	3416 3493 1	Climb-up Staircase 16671				1	
3416 3485 0	3416 3485 1	Climb-up Staircase 16671				1	
3416 3485 1	3417 3486 0	Climb-down Staircase 16673				1	
3417 3486 0	3416 3485 1	Climb-up Staircase 16671				1	
3418 3486 0	3416 3485 1	Climb-up Staircase 16671				1	
3416 3484 0	3416 3485 1	Climb-up Staircase 16671				1	
3417 3483 0	3416 3485 1	Climb-up Staircase 16671				1	
3410 3486 1	3410 3486 2	Climb-up Ladder 16683				2	
3410 3486 2	3410 3486 1	Climb-down Ladder 16679				2	
3411 3485 1	3411 3485 2	Climb-up Ladder 16683				2	
3411 3485 2	3411 3485 1	Climb-down Ladder 16679				2	
3410 3484 1	3410 3484 2	Climb-up Ladder 16683				2	
3410 3484 2	3410 3484 1	Climb-down Ladder 16679				2	
3409 3485 1	3409 3485 2	Climb-up Ladder 16683				2	
3409 3485 2	3409 3485 1	Climb-down Ladder 16679				2	
3415 3489 2	3416 3489 2	Open Cell door 3463					
3416 3489 2	3415 3489 2	Open Cell door 3463					
							
# Enakhra's Lament							
3194 2926 0	3124 9328 1	Climb-down Secret entrance 11046					
3124 9328 1	3194 2926 0	Climb Sand pile 10950					
3195 2925 0	3124 9328 1	Climb-down Secret entrance 11046					
3125 9328 1	3194 2926 0	Climb Sand pile 10950					
3193 2925 0	3124 9328 1	Climb-down Secret entrance 11046					
3126 9329 1	3194 2926 0	Climb Sand pile 10950					
3194 2924 0	3124 9328 1	Climb-down Secret entrance 11046					
3126 9330 1	3194 2926 0	Climb Sand pile 10950					
3127 9328 1	3127 9330 0	Climb-down Ladder 11042				2	
3127 9330 0	3127 9330 1	Climb-up Ladder 11041				2	
3127 9330 1	3127 9330 0	Climb-down Ladder 11042				2	
3128 9329 1	3127 9330 0	Climb-down Ladder 11042				2	
3126 9329 1	3127 9330 0	Climb-down Ladder 11042				2	
3129 9290 0	3129 9289 0	Open Door 11070				1	
3129 9289 0	3129 9290 0	Open Door 11070				1	
3122 9286 0	3122 9286 1	Climb-up Ladder 11041				2	
3122 9286 1	3122 9286 0	Climb-down Ladder 11042				2	
3121 9287 1	3122 9286 0	Climb-down Ladder 11042				2	
3120 9286 1	3122 9286 0	Climb-down Ladder 11042				2	
3121 9285 1	3122 9286 0	Climb-down Ladder 11042				2	
3121 9288 1	3189 2889 0	Climb Sand pile 10950					
3189 2889 0	3120 9288 1	Climb-down Secret entrance 11047					
3120 9288 1	3189 2889 0	Climb Sand pile 10950					
3190 2888 0	3120 9288 1	Climb-down Secret entrance 11047					
3122 9289 1	3189 2889 0	Climb Sand pile 10950					
3188 2888 0	3120 9288 1	Climb-down Secret entrance 11047					
3122 9290 1	3189 2889 0	Climb Sand pile 10950					
3189 2887 0	3120 9288 1	Climb-down Secret entrance 11047					
3104 9305 0	3104 9306 0	Open Door 11051				1	
3104 9306 0	3104 9305 0	Open Door 11051				1	
3110 9312 0	3111 9312 0	Open Door 11057				1	
3111 9312 0	3110 9312 0	Open Door 11057				1	
3104 9318 0	3104 9319 0	Open Door 11055				1	
3104 9319 0	3104 9318 0	Open Door 11055				1	
3088 9336 1	3088 9336 0	Climb-down Ladder 11042				2	
3087 9337 1	3088 9336 0	Climb-down Ladder 11042				2	
3086 9336 0	3088 9336 1	Climb-up Ladder 11041				2	
3086 9336 1	3088 9336 0	Climb-down Ladder 11042				2	
3087 9335 1	3088 9336 0	Climb-down Ladder 11042				2	
3088 9335 1	3148 2938 0	Climb Sand pile 10950					
3148 2938 0	3086 9333 1	Climb-down Secret entrance 11045					
3086 9333 1	3148 2938 0	Climb Sand pile 10950					
3149 2937 0	3086 9333 1	Climb-down Secret entrance 11045					
3086 9334 1	3148 2938 0	Climb Sand pile 10950					
3147 2937 0	3086 9333 1	Climb-down Secret entrance 11045					
3087 9335 1	3148 2938 0	Climb Sand pile 10950					
3148 2936 0	3086 9333 1	Climb-down Secret entrance 11045					
3079 9335 0	3079 9334 0	Open Door 11068				1	
3079 9334 0	3079 9335 0	Open Door 11068				1	
3079 9307 1	3079 9307 0	Climb-down Ladder 11042				2	
3078 9306 1	3079 9307 0	Climb-down Ladder 11042				2	
3079 9305 0	3079 9307 1	Climb-up Ladder 11041				2	
3079 9305 1	3079 9307 0	Climb-down Ladder 11042				2	
3080 9306 1	3079 9307 0	Climb-down Ladder 11042				2	
3080 9306 1	3146 2909 0	Climb Sand pile 10950					
3146 2909 0	3080 9306 1	Climb-down Secret entrance 11048					
3080 9307 1	3146 2909 0	Climb Sand pile 10950					
3145 2908 0	3080 9306 1	Climb-down Secret entrance 11048					
3081 9305 1	3146 2909 0	Climb Sand pile 10950					
3146 2907 0	3080 9306 1	Climb-down Secret entrance 11048					
3082 9305 1	3146 2909 0	Climb Sand pile 10950					
3147 2908 0	3080 9306 1	Climb-down Secret entrance 11048					
3081 9287 0	3082 9287 0	Open Door 11064				1	
3082 9287 0	3081 9287 0	Open Door 11064				1	
3097 9312 0	3098 9312 0	Open Door 11053				1	
3098 9312 0	3097 9312 0	Open Door 11053				1	
3104 9308 0	3104 9310 1	Climb-up Ladder 11041				2	
3104 9310 1	3104 9310 0	Climb-down Ladder 11042				2	
3103 9309 1	3104 9310 0	Climb-down Ladder 11042				2	
3104 9308 1	3104 9310 0	Climb-down Ladder 11042				2	
3105 9309 1	3104 9310 0	Climb-down Ladder 11042				2	
3103 9318 1	3103 9320 1	Pass-through Magic barrier 11005					
3103 9320 1	3103 9318 1	Pass-through Magic barrier 11005					
3104 9318 1	3104 9320 1	Pass-through Magic barrier 11005					
3104 9320 1	3104 9318 1	Pass-through Magic barrier 11005					
3105 9318 1	3105 9320 1	Pass-through Magic barrier 11005					
3105 9320 1	3105 9318 1	Pass-through Magic barrier 11005					
3104 9331 1	3105 9332 2	Climb-up Ladder 11041				2	
3105 9332 2	3105 9332 1	Climb-down Ladder 11042				2	
3104 9331 2	3105 9332 1	Climb-down Ladder 11042				2	
3104 9333 2	3105 9332 1	Climb-down Ladder 11042				2	
3103 9332 2	3105 9332 1	Climb-down Ladder 11042				2	
3105 9308 2	3105 9306 2	Climb-over Pile of rubble 33342					
3105 9306 2	3105 9308 2	Climb-over Pile of rubble 33342					
3104 9308 2	3104 9306 2	Climb-over Pile of bones 18342					
3104 9306 2	3104 9308 2	Climb-over Pile of bones 18342					
3105 9301 2	3105 9299 1	Climb-down Stone Ladder 11044					
3105 9299 1	3105 9301 2	Climb-up Stone Ladder 11043					
3104 9301 2	3104 9299 1	Climb-down Stone Ladder 11044					
3104 9299 1	3104 9301 2	Climb-up Stone Ladder 11043					
3105 9284 2	3105 9286 1	Climb-down Stone Ladder 11044					
3105 9286 1	3105 9284 2	Climb-up Stone Ladder 11043					
3104 9284 2	3104 9286 1	Climb-down Stone Ladder 11044					
3104 9286 1	3104 9284 2	Climb-up Stone Ladder 11043					
3127 9337 0	3126 9337 0	Open Door 11066				1	
3126 9337 0	3127 9337 0	Open Door 11066				1	
							
# Rellekka							
2666 3694 0	2666 3694 1	Climb-up Ladder 4187				2	
2666 3694 1	2666 3694 0	Climb-down Ladder 4189				2	
							
# Isle of Stone							
2465 4010 0	2461 10417 0	Enter Cave 37433					
2461 10417 0	2465 4010 0	Exit Steps 37411					
2468 10403 0	2471 10403 0	Climb Steps 37417					
2471 10403 0	2468 10403 0	Climb Steps 37417					
							
# Pirates' Cove							
2213 3794 0	2213 3796 1	Climb Ladder 16960					
2213 3796 1	2213 3794 0	Climb Ladder 16962					
2214 3802 1	2214 3800 2	Climb Ladder 16959					
2214 3800 2	2214 3802 1	Climb Ladder 16961					
2221 3795 2	2221 3792 3	Climb Stairs 16945					
2221 3792 3	2221 3795 2	Climb Stairs 16947					
2227 3795 2	2227 3792 3	Climb Stairs 16945					
2227 3792 3	2227 3795 2	Climb Stairs 16947					
2220 3792 2	2223 3792 1	Climb Stairs 16947					
2223 3792 1	2220 3792 2	Climb Stairs 16945					
2225 3792 1	2228 3792 2	Climb Stairs 16945					
2228 3792 2	2225 3792 1	Climb Stairs 16947					
2225 3806 1	2225 3809 0	Climb Stairs 16948					
2225 3809 0	2225 3806 1	Climb Stairs 16946					
2221 3805 2	2221 3808 3	Climb Stairs 16945					
2221 3808 3	2221 3805 2	Climb Stairs 16947					
2227 3805 2	2227 3808 3	Climb Stairs 16945					
2227 3808 3	2227 3805 2	Climb Stairs 16947					
2213 3809 1	2211 3809 0	Climb Ladder 16962					
2211 3809 0	2213 3809 1	Climb Ladder 16960					
							
# Miscellania							
2509 3847 0	2509 10245 0	Climb-down Ladder 15116				2	
2509 10245 0	2510 3846 0	Climb-up Ladder 15115				2	
2505 10280 0	2505 10283 0	Squeeze-through Crevice 15186					
2505 10283 0	2505 10280 0	Squeeze-through Crevice 15187					
2507 10288 0	2509 10288 1	Use-Lift Platform 15239					
2509 10288 1	2507 10288 0	Use-Lift Lift Platform 15242					
2508 10289 0	2509 10288 1	Use-Lift Platform 15239					
2510 10287 1	2514 10291 0	Enter Tunnel 15188					
2514 10291 0	2510 10287 1	Enter Tunnel 15189					
2539 10299 0	2543 10299 0	Swing-on Ropeswing 15252					
2540 10296 0	2536 10296 0	Swing-on Ropeswing 15216					
2549 10288 0	2547 10288 0	Use Plank -> Rocks 15213					
2547 10288 0	2549 10288 0	Use Plank -> Rocks 15213					
2546 10287 0	2544 10287 0	Use Plank -> Rocks 15213					
2544 10287 0	2546 10287 0	Use Plank -> Rocks 15213					
2543 10287 0	2541 10287 0	Use Plank -> Rocks 15213					
2541 10287 0	2543 10287 0	Use Plank -> Rocks 15213					
2540 10286 0	2538 10286 0	Use Plank -> Rocks 15213					
2538 10286 0	2540 10286 0	Use Plank -> Rocks 15213					
2585 10259 0	2585 10262 0	Squeeze-through Crevice 15194					
2585 10262 0	2585 10259 0	Squeeze-through Crevice 15195					
2618 10266 0	2620 3864 0	Climb-up Exit 15193					
2620 3864 0	2619 10265 0	Climb-down Hole 15203					
2619 10265 0	2620 3864 0	Climb-up Exit 15193					
2619 3865 0	2619 10265 0	Climb-down Hole 15203					
2618 10264 0	2620 3864 0	Climb-up Exit 15193					
2617 10265 0	2620 3864 0	Climb-up Exit 15193					
2621 3865 0	2619 10265 0	Climb-down Hole 15203					
2614 3866 0	2615 3867 1	Climb-up Staircase 16671				1	
2615 3867 1	2614 3866 0	Climb-down Staircase 16673				1	
2613 3866 0	2615 3867 1	Climb-up Staircase 16671				1	
2612 3867 0	2615 3867 1	Climb-up Staircase 16671				1	
2612 3868 0	2615 3867 1	Climb-up Staircase 16671				1	
2613 3869 0	2615 3867 1	Climb-up Staircase 16671				1	
2614 3869 0	2615 3867 1	Climb-up Staircase 16671				1	
2615 3868 0	2615 3867 1	Climb-up Staircase 16671				1	
2615 3867 0	2615 3867 1	Climb-up Staircase 16671				1	
2506 3870 0	2507 3871 1	Climb-up Staircase 16675				1	
2507 3871 1	2506 3870 0	Climb-down Staircase 16676				1	
2505 3870 0	2507 3871 1	Climb-up Staircase 16675				1	
2506 3870 1	2506 3870 0	Climb-down Staircase 16676				1	
2504 3871 0	2507 3871 1	Climb-up Staircase 16675				1	
2507 3871 0	2507 3871 1	Climb-up Staircase 16675				1	
2507 3872 0	2507 3871 1	Climb-up Staircase 16675				1	
2504 3872 0	2507 3871 1	Climb-up Staircase 16675				1	
2506 3870 1	2507 3871 2	Climb-up Staircase 16676				1	
2507 3871 2	2506 3870 1	Climb-down Staircase 16676				1	
2507 3871 1	2507 3871 2	Climb-up Staircase 16676				1	
2506 3870 2	2506 3870 1	Climb-down Staircase 16676				1	
2507 3871 2	2507 3871 3	Climb-up Staircase 16676				1	
2507 3871 3	2506 3870 2	Climb-down Staircase 16677				1	
2506 3870 2	2507 3871 3	Climb-up Staircase 16676				1	
2506 3856 1	2506 3857 1	Open Throne Room Door 4672					
2506 3857 1	2506 3856 1	Open Throne Room Door 4672					
2506 3863 1	2506 3864 1	Open Throne Room Door 4672					
2506 3864 1	2506 3863 1	Open Throne Room Door 4672					
2505 3850 1	2505 3850 0	Climb-down Staircase 16676				1	
2505 3850 0	2504 3849 1	Climb-up Staircase 16675				1	
2504 3849 1	2505 3850 0	Climb-down Staircase 16676				1	
2506 3850 0	2504 3849 1	Climb-up Staircase 16675				1	
2507 3849 0	2504 3849 1	Climb-up Staircase 16675				1	
2507 3848 0	2504 3849 1	Climb-up Staircase 16675				1	
2506 3847 0	2504 3849 1	Climb-up Staircase 16675				1	
2505 3847 0	2504 3849 1	Climb-up Staircase 16675				1	
2504 3849 0	2504 3849 1	Climb-up Staircase 16675				1	
2504 3848 0	2504 3849 1	Climb-up Staircase 16675				1	
2504 3849 2	2505 3850 1	Climb-down Staircase 16676				1	
2505 3850 1	2504 3849 2	Climb-up Staircase 16676				1	
2505 3850 2	2505 3850 1	Climb-down Staircase 16676				1	
2504 3849 1	2504 3849 2	Climb-up Staircase 16676				1	
2504 3849 2	2504 3849 3	Climb-up Staircase 16676				1	
2504 3849 3	2505 3850 2	Climb-down Staircase 16677				1	
2505 3850 2	2504 3849 3	Climb-up Staircase 16676				1	
							
# Ungael							
2266 4039 0	2264 4039 0	Climb-over Ice chunks 29868					
2264 4039 0	2266 4039 0	Climb-over Ice chunks 29868					
2263 4040 0	2263 4048 0	Climb-up Ice chunks 29870					
2263 4048 0	2263 4040 0	Climb-down Ice chunks 29869					
2247 4078 0	2259 10482 0	Enter Cave 31999					
2259 10482 0	2247 4078 0	Enter Cave Entrance 32047					
							
# Jatizso							
2331 3810 0	2329 3810 1	Climb-up Ladder 21514				2	
2329 3810 1	2331 3810 0	Climb-down Ladder 21515				2	
2410 3824 0	2410 3824 2	Climb-up Ladder 21395				2	
2410 3824 2	2410 3824 0	Climb-down Ladder 21396				2	
2421 3824 0	2421 3824 2	Climb-up Ladder 21395				2	
2421 3824 2	2421 3824 0	Climb-down Ladder 21396				2	
2387 3804 0	2387 3804 2	Climb-up Ladder 21395				2	
2387 3804 2	2387 3804 0	Climb-down Ladder 21396				2	
2387 3793 0	2387 3793 2	Climb-up Ladder 21395				2	
2387 3793 2	2387 3793 0	Climb-down Ladder 21396				2	
2372 3800 0	2372 3800 2	Climb-up Ladder 21395				2	
2372 3800 2	2372 3800 0	Climb-down Ladder 21396				2	
2399 3812 0	2405 10188 0	Climb-down Staircase 21455				1	
2405 10188 0	2399 3812 0	Climb-up Staircase 21578				1	
2399 3813 0	2405 10188 0	Climb-down Staircase 21455				1	
2405 10189 0	2399 3812 0	Climb-up Staircase 21578				1	
2406 10187 0	2399 3812 0	Climb-up Staircase 21578				1	
2407 10187 0	2399 3812 0	Climb-up Staircase 21578				1	
2406 10190 0	2399 3812 0	Climb-up Staircase 21578				1	
2398 3811 0	2405 10188 0	Climb-down Staircase 21455				1	
2407 10190 0	2399 3812 0	Climb-up Staircase 21578				1	
2397 3811 0	2405 10188 0	Climb-down Staircase 21455				1	
2408 10189 0	2399 3812 0	Climb-up Staircase 21578				1	
2398 3814 0	2405 10188 0	Climb-down Staircase 21455				1	
2408 10188 0	2399 3812 0	Climb-up Staircase 21578				1	
